cluster	status	loglr	df	p	p.adjust	genes
chr14:clu_9673_+	Success	2.93562516409384	2	0.0530975142687889	0.213336262261048	MIA2
chr14:clu_9674_+	Not enough valid samples	NA	NA	NA	NA	PRPF39
chr14:clu_9675_+	Not enough valid samples	NA	NA	NA	NA	PRPF39
chr14:clu_9676_+	Success	0.605683436728441	3	0.750279376830356	0.851651862588726	LRR1
chr14:clu_9677_+	Not enough valid samples	NA	NA	NA	NA	DMAC2L
chr14:clu_9678_+	Success	0.112323341942272	1	0.635521960227551	0.777952702576529	RTRAF
chr14:clu_9679_+	Success	0.738270686930264	1	0.224316441458735	0.462417159247808	PSMC6
chr14:clu_9680_+	Success	3.80328496400762	3	0.0548825231596168	0.216912377510185	CDKN3
chr14:clu_9681_+	Success	0.236179016169046	1	0.491904358937821	0.679056351972401	CDKN3
chr14:clu_9682_+	Success	0.20438871620172	3	0.93842337348011	0.966434523676403	CDKN3
chr14:clu_9683_+	Success	0.529248345517885	2	0.589047563560008	0.746024314658952	CDKN3
chr14:clu_9684_+	Success	0.805949388691772	2	0.446663667762772	0.644309516286278	SAMD4A
chr14:clu_9685_+	Not enough valid samples	NA	NA	NA	NA	SAMD4A
chr14:clu_9686_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SOCS4
chr14:clu_9687_+	Success	2.34659227011707	2	0.0956947089321411	0.296978298046449	MAPK1IP1L
chr14:clu_9688_+	Success	1.2942029938186	2	0.274116249638049	0.509794176144425	KTN1
chr14:clu_9689_+	Success	10.4907819311165	4	0.000319345557735748	0.0103894469202955	KTN1
chr14:clu_9690_+	Success	0.402087589943221	2	0.66892215227095	0.800740865078017	KTN1
chr14:clu_9691_+	Success	1.38510938971308	1	0.0960330348615635	0.297435164353756	AP5M1
chr14:clu_9692_+	Success	0.63964980386686	2	0.527477112147625	0.703867123513987	ACTR10
chr14:clu_9693_+	Success	1.21174436270269	2	0.297677568631455	0.530902139051132	PSMA3
chr14:clu_9694_+	Success	1.2416781695274	3	0.478306476222977	0.668952868866382	PSMA3
chr14:clu_9695_+	Success	2.72528226402062	2	0.0655277039941936	0.238831236926206	PSMA3
chr14:clu_9696_+	Success	4.28844526052524	3	0.035478840284811	0.172287442927369	JKAMP
chr14:clu_9697_+	Success	0.638870879195963	2	0.527888137141583	0.704128055236653	PCNX4
chr14:clu_9698_+	Success	0.864475222535816	1	0.188544990924961	0.421514440285746	MNAT1
chr14:clu_9699_+	Success	0.10244704218087	2	0.902625949589007	0.946941181730557	SLC38A6
chr14:clu_9700_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC38A6
chr14:clu_9701_+	Success	0.937494062867927	1	0.170904875005366	0.401483586909867	HIF1A
chr14:clu_9702_+	Success	2.50378266584107	2	0.0817750850228706	0.272630484627486	HIF1A
chr14:clu_9703_+	Success	0.410764683394518	2	0.663142961792478	0.796774199352841	MTHFD1
chr14:clu_9704_+	Success	12.2808861127342	5	0.000169271969283996	0.00719606257508433	CHURC1,CHURC1-FNTB
chr14:clu_9705_+	Not enough valid samples	NA	NA	NA	NA	FUT8
chr14:clu_9706_+	Not enough valid samples	NA	NA	NA	NA	PALS1
chr14:clu_9707_+	Not enough valid samples	NA	NA	NA	NA	PALS1
chr14:clu_9708_+	Success	0.269547118317405	2	0.763725293223787	0.861067184301037	SRSF5
chr14:clu_9709_+	Success	17.4066747915385	5	1.63936793063271e-06	0.000324360654846614	SRSF5
chr14:clu_9710_+	Success	0.0034830534309549	1	0.933483232132327	0.963773348029214	SRSF5
chr14:clu_9711_+	Success	0.391386068092174	1	0.376294660644458	0.591468342241897	SMOC1
chr14:clu_9712_+	Success	1.42453949770004	1	0.091426298575633	0.290136235401043	SMOC1
chr14:clu_9713_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MAP3K9-DT
chr14:clu_9714_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PCNX1
chr14:clu_9715_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SIPA1L1
chr14:clu_9716_+	Success	0.594692093541909	1	0.275453808240422	0.510690450980788	SIPA1L1
chr14:clu_9717_+	Success	0.0642061742462658	1	0.720083883119173	0.833350046610104	DCAF4
chr14:clu_9718_+	Success	4.18200526283644	1	0.00382724957742268	0.0487584555231444	DCAF4
chr14:clu_9719_+	Not enough valid samples	NA	NA	NA	NA	DCAF4
chr14:clu_9720_+	Success	0.94907763882992	2	0.387097902917991	0.600178181479278	RBM25
chr14:clu_9721_+	Success	3.47682682179254	1	0.00836482250129044	0.0757915459345895	PSEN1
chr14:clu_9722_+	Success	0.0904010597647584	1	0.670684816029359	0.801870942093131	PSEN1
chr14:clu_9723_+	Success	8.81637575592458	2	0.000148284807872656	0.00671785613236168	ACOT1,ACOT2
chr14:clu_9724_+	Success	0.0139798545587269	1	0.867203581100711	0.925736480816053	ACOT1
chr14:clu_9725_+	Success	2.04016046843071	3	0.25292052046173	0.490050013234656	ACOT2
chr14:clu_9726_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DNAL1
chr14:clu_9727_+	Success	0.0902633096196723	2	0.913690570077965	0.952705846025824	ENSG00000258653,ZNF410
chr14:clu_9728_+	Success	0.131992753477903	1	0.607395184610073	0.758266329486822	FCF1
chr14:clu_9729_+	Success	2.25212772418104	2	0.105175202496201	0.310808899511929	DLST
chr14:clu_9730_+	Success	0.172120447097313	2	0.841877765328356	0.911684129837475	DLST
chr14:clu_9731_+	Success	0.566733435272027	1	0.287037055487818	0.521816550506894	JDP2
chr14:clu_9732_+	Not enough valid samples	NA	NA	NA	NA	TTLL5
chr14:clu_9733_+	Success	0.388145589475926	2	0.678313580756152	0.807000879301865	GPATCH2L
chr14:clu_9734_+	Success	1.24814002543599	2	0.28703818438466	0.521816550506894	GSTZ1
chr14:clu_9735_+	Success	2.10645545531611	2	0.121668462328034	0.334062798717161	GSTZ1
chr14:clu_9736_+	Success	0.954222052139755	1	0.167136192529892	0.397250646378354	AHSA1
chr14:clu_9737_+	Success	4.42470393352232	2	0.0119777569882201	0.0933290782044752	AHSA1
chr14:clu_9738_+	Success	5.50094348363928	4	0.0265428156223152	0.146298536080458	AHSA1
chr14:clu_9739_+	Success	0.091270308613332	1	0.669198904636694	0.800874383465344	SLIRP
chr14:clu_9740_+	Success	0.148237319934765	1	0.586100992521799	0.743652548422829	SLIRP
chr14:clu_9741_+	Success	2.97181943632654	5	0.311741797195719	0.54222043843066	ZC3H14
chr14:clu_9742_+	Success	2.76121585475477	1	0.0187741439204572	0.12077926198234	ZC3H14
chr14:clu_9743_+	Not enough valid samples	NA	NA	NA	NA	TTC8
chr14:clu_9744_+	Not enough valid samples	NA	NA	NA	NA	TDP1
chr14:clu_9745_+	Success	0.260943851049603	1	0.470037550994584	0.662452981086276	CALM1
chr14:clu_9746_+	Success	2.31431873992233	2	0.09883349238497	0.301874712338862	RIN3
chr14:clu_9747_+	Success	0.362973764522394	1	0.394199914206312	0.606284067299565	TMEM251,ENSG00000259066
chr14:clu_9748_+	Success	0.378829449336138	2	0.684662372331399	0.809784274704515	ENSG00000259066,UBR7
chr14:clu_9749_+	Success	0.706117577971895	1	0.234685698781073	0.474114992640654	IFI27L1
chr14:clu_9750_+	Success	1.36971126189275	2	0.254180340508771	0.491381535639588	IFI27L1
chr14:clu_9751_+	Success	4.48927095196905	3	0.0295775482499758	0.154751392489755	IFI27L1
chr14:clu_9752_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr14:clu_9753_+	Success	2.72073141419429	1	0.019664194098999	0.12331459365446	SERPINA4,SERPINA5
chr14:clu_9754_+	Success	2.12824691981405	3	0.235066294021614	0.474265689211971	SERPINA5
chr14:clu_9755_+	Success	1.4565131886593	2	0.233047452195754	0.472773572785357	ENSG00000273259,SERPINA3
chr14:clu_9756_+	Success	1.26080520126925	2	0.283425719846344	0.519090090855977	ENSG00000273259,SERPINA3
chr14:clu_9757_+	Success	5.79585467237825	3	0.00892105862690826	0.0792755851401242	SERPINA5,ENSG00000273259
chr14:clu_9758_+	Success	1.01140563250578	1	0.154952035342764	0.381768737648817	PAPOLA
chr14:clu_9759_+	Success	0.0016508799895405	1	0.954178017588873	0.97590014816693	PAPOLA
chr14:clu_9760_+	Success	3.91924537046725	4	0.097676895531453	0.29977128907168	PAPOLA
chr14:clu_9761_+	Success	0.420161862933497	1	0.359304201482153	0.577974818876635	VRK1
chr14:clu_9762_+	Success	0.0393448746666536	1	0.779080936604851	0.870183142901386	CCNK
chr14:clu_9763_+	Success	2.20462246985113	1	0.0357446592012579	0.172753973557425	DLK1
chr14:clu_9764_+	Success	0.0114680718155569	1	0.879623247031563	0.93178000583447	PPP2R5C
chr14:clu_9765_+	Success	3.4892422221784	2	0.0305239938151162	0.157577273715416	PPP2R5C
chr14:clu_9766_+	Not enough valid samples	NA	NA	NA	NA	PPP2R5C
chr14:clu_9767_+	Success	1.40942797687592	3	0.420405290504111	0.627243658269831	LINC02323
chr14:clu_9768_+	Success	0.0817898542841249	2	0.921465580395297	0.956806740133706	TRAF3
chr14:clu_9769_+	Success	0.352506753269836	4	0.950709217317744	0.973850351979953	AMN
chr14:clu_9770_+	Success	11.9840850202795	4	8.1056781556827e-05	0.00476269998299053	EIF5
chr14:clu_9771_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EIF5
chr14:clu_9772_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EIF5
chr14:clu_9773_+	Success	0.320122946390001	1	0.423621769863902	0.630199947649306	MARK3
chr14:clu_9774_+	Success	1.53655623286323	3	0.380489464428763	0.595455263541058	MARK3
chr14:clu_9775_+	Success	1.38953277227483	5	0.734001677896578	0.842335507402225	COA8,ENSG00000256500
chr14:clu_9776_+	Success	7.69086956072169	9	0.0809699309353824	0.270971170320515	KLC1,ENSG00000256500
chr14:clu_9777_+	Success	1.63465339946822	2	0.195019953606102	0.429370790354491	KLC1,ENSG00000256500
chr14:clu_9778_+	Success	6.32885962151477	1	0.000374018205154163	0.0117730730486026	INF2
chr14:clu_9779_+	Success	1.38273302150969	2	0.250891922178744	0.487945890106255	INF2
chr14:clu_9780_+	Success	0.139631241774623	2	0.869678877514984	0.92705186558634	SIVA1
chr14:clu_9781_+	Success	0.101634789789557	1	0.652094578859039	0.789664869102971	SIVA1
chr14:clu_9782_+	Not enough valid samples	NA	NA	NA	NA	ZBTB42
chr14:clu_9783_+	Success	0.0855133799011867	1	0.679200901318271	0.807204032961036	PACS2
chr14:clu_9784_+	Success	2.37493975243797	4	0.313937210571601	0.543892290295152	TEX22,MTA1
chr14:clu_9785_+	Success	0.211559648803956	1	0.515384664967327	0.695525379573808	MTA1
chr14:clu_9786_+	Success	0.515590871253551	1	0.30988127189056	0.541128723618586	MTA1
chr14:clu_9787_+	Success	0.239410100035798	2	0.787092029706709	0.87560037039662	MTA1
chr14:clu_9788_+	Success	3.10109354993619	5	0.287039470227258	0.521816550506894	CRIP2
chr14:clu_9789_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CRIP1
chr14:clu_9790_+	Success	6.47152527614912	3	0.00476139449523449	0.0557138394553494	ENSG00000257341,TEDC1
chr14:clu_9791_+	Success	9.16130402336944	5	0.0025681127293659	0.0386043163364383	TEDC1
chr14:clu_9792_+	Success	3.02283759825696	2	0.0486629363969698	0.203181381726366	TEDC1
chr14:clu_9793_+	Success	0.0537989845433628	1	0.742895562579826	0.848085204528431	TMEM121
chr15:clu_651_-	Success	0.766387377309286	2	0.464688784871253	0.657975430017059	UBE3A
chr15:clu_652_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HERC2
chr15:clu_653_-	Success	1.00828675783413	2	0.364843509717866	0.583646238272705	TJP1
chr15:clu_654_-	Success	1.26892095182666	2	0.281134816178139	0.516655878050029	TJP1
chr15:clu_655_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000223509
chr15:clu_656_-	Success	3.09410859341006	6	0.40243974189361	0.612889302176963	EMC7
chr15:clu_657_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	EMC7
chr15:clu_658_-	Success	2.72263576381533	1	0.019621364810242	0.123125651673331	NOP10
chr15:clu_659_-	Not enough valid samples	NA	NA	NA	NA	GOLGA8A
chr15:clu_660_-	Not enough valid samples	NA	NA	NA	NA	GOLGA8B
chr15:clu_661_-	Not enough valid samples	NA	NA	NA	NA	MEIS2
chr15:clu_662_-	Not enough valid samples	NA	NA	NA	NA	MEIS2
chr15:clu_663_-	Success	0.510248198099362	3	0.796292600925589	0.88066405067435	SRP14
chr15:clu_664_-	Success	0.389321147182301	1	0.377556696296656	0.592731933442678	RMDN3
chr15:clu_665_-	Success	0.652914027496308	1	0.253151400179834	0.490370194753944	NDUFAF1
chr15:clu_666_-	Success	3.5576194943813	1	0.00764314141930638	0.0723164981924536	NDUFAF1
chr15:clu_667_-	Not enough valid samples	NA	NA	NA	NA	NDUFAF1
chr15:clu_668_-	Not enough valid samples	NA	NA	NA	NA	TMEM87A
chr15:clu_669_-	Not enough valid samples	NA	NA	NA	NA	CDAN1
chr15:clu_670_-	Not enough valid samples	NA	NA	NA	NA	CDAN1
chr15:clu_671_-	Not enough valid samples	NA	NA	NA	NA	CATSPER2P1
chr15:clu_672_-	Success	10.1179150312191	6	0.00251397748669731	0.0381424283779818	SHF
chr15:clu_673_-	Success	0.403765134682715	1	0.368851436157454	0.586533014760684	COPS2
chr15:clu_674_-	Success	1.54064442614816	1	0.0791977435097155	0.267627090737781	GABPB1
chr15:clu_675_-	Success	0.491367465162284	1	0.321524527409034	0.549881316207213	GABPB1
chr15:clu_676_-	Success	2.22730674506317	2	0.107818421946755	0.314443549268375	GABPB1
chr15:clu_677_-	Success	0.272143842680634	2	0.761744681811947	0.85958527439899	SPPL2A
chr15:clu_678_-	Success	0.0675860963416994	1	0.713128476702315	0.829431085298012	LEO1
chr15:clu_679_-	Success	6.20368696576384	5	0.0296126855592288	0.154851664777089	ARPP19
chr15:clu_680_-	Success	2.87091310132837	2	0.0566471783439566	0.220814995576669	PIGBOS1,RAB27A
chr15:clu_681_-	Not enough valid samples	NA	NA	NA	NA	PRTG
chr15:clu_682_-	Not enough valid samples	NA	NA	NA	NA	ZNF280D,ENSG00000285253
chr15:clu_683_-	Success	4.34451723267968	1	0.00320130166048537	0.0437135487301488	ADAM10
chr15:clu_684_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr15:clu_685_-	Success	1.25074210977652	2	0.286292257722859	0.521816550506894	SLTM
chr15:clu_686_-	Success	1.63232186959868	2	0.195475178932595	0.429637692076968	SLTM
chr15:clu_687_-	Success	3.71815065390365	5	0.190160833828974	0.42265228885188	GTF2A2
chr15:clu_688_-	Success	0.34002478193122	1	0.409569657507993	0.618361467802972	GTF2A2
chr15:clu_689_-	Success	0.436141912422102	1	0.350323824405186	0.571963720780383	BNIP2
chr15:clu_690_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ANXA2
chr15:clu_691_-	Success	9.11336985652451	3	0.000394936332210013	0.0120976727476436	ANXA2
chr15:clu_692_-	Success	3.22056387890328	1	0.0111507833328341	0.089469661400496	ICE2
chr15:clu_693_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RPS27L
chr15:clu_694_-	Success	0.00641016663735172	1	0.909850661312352	0.95136407714606	RPS27L
chr15:clu_695_-	Success	0.401042513307857	2	0.669621592603881	0.80118244357579	CIAO2A
chr15:clu_696_-	Success	0.527081663681201	1	0.304550179907995	0.536253903779153	PPIB
chr15:clu_697_-	Success	0.366638357276088	1	0.391823135329766	0.604144267863705	PPIB
chr15:clu_698_-	Success	3.7576204188772	1	0.00611791048634717	0.0636477485191655	PPIB
chr15:clu_699_-	Not enough valid samples	NA	NA	NA	NA	CSNK1G1,ENSG00000259316
chr15:clu_700_-	Success	0.938553538659107	4	0.758349102246566	0.857298804370389	ENSG00000259316,PCLAF
chr15:clu_701_-	Success	0.372270566769288	1	0.388210063017873	0.601325540974322	OAZ2
chr15:clu_702_-	Success	0.12170970851912	2	0.885405356832275	0.934901278003223	SPG21
chr15:clu_703_-	Success	3.69679704037912	3	0.0603564391562617	0.230411365910829	SPG21
chr15:clu_704_-	Success	0.0788750153164699	1	0.691236513404754	0.814550447524447	MTFMT
chr15:clu_705_-	Not enough valid samples	NA	NA	NA	NA	PARP16
chr15:clu_706_-	Success	0.25654219167177	1	0.473806689871653	0.665760379674998	IGDCC3
chr15:clu_707_-	Success	2.22654689340436	2	0.107900379087213	0.314443549268375	IGDCC3
chr15:clu_708_-	Success	0.906385818290943	1	0.178176103373674	0.409243620518305	IGDCC3
chr15:clu_709_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	DPP8
chr15:clu_710_-	Not enough valid samples	NA	NA	NA	NA	DPP8
chr15:clu_711_-	Success	2.60463568662007	1	0.022466748264489	0.132662007929414	INTS14
chr15:clu_712_-	Success	3.55366373221568	2	0.0286195928158004	0.152206472693222	INTS14
chr15:clu_713_-	Success	5.10634516734081	3	0.016842076773875	0.112843078315631	SNAPC5
chr15:clu_714_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr15:clu_715_-	Success	0.644815641388732	1	0.256115911658675	0.49292847879005	RPL4
chr15:clu_716_-	Success	2.69825759451487	4	0.248976738593645	0.486924038849835	RPL4
chr15:clu_717_-	Success	0.404802639388663	1	0.368236975871839	0.586216335152295	RPL4
chr15:clu_718_-	Success	2.15199815316419	4	0.366424945027086	0.584675747537459	ENSG00000259347
chr15:clu_719_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000259347
chr15:clu_720_-	Not enough valid samples	NA	NA	NA	NA	IQCH-AS1
chr15:clu_721_-	Success	3.99673829470044	2	0.0183754766386658	0.119805141904415	ENSG00000260007,CALML4,CLN6
chr15:clu_722_-	Success	2.60340448047145	4	0.26672812631083	0.503504409385867	CLN6,ENSG00000260007
chr15:clu_723_-	Success	0.70042629401803	1	0.236580871785988	0.475269695807118	CLN6
chr15:clu_724_-	Success	2.46616629035361	1	0.0263587148800433	0.145943883930337	ANP32A
chr15:clu_725_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ANP32A
chr15:clu_726_-	Success	2.16000878854175	4	0.36442519323982	0.5833089398151	ANP32A
chr15:clu_727_-	Not enough valid samples	NA	NA	NA	NA	TLE3
chr15:clu_728_-	Not enough valid samples	NA	NA	NA	NA	TLE3
chr15:clu_729_-	Success	0.0551425522189675	1	0.739819781682018	0.845919658380371	PKM
chr15:clu_730_-	Success	0.340390227677062	1	0.409318106644435	0.618288698496963	PKM
chr15:clu_731_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	NA
chr15:clu_732_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PKM
chr15:clu_733_-	Success	1.33261921919984	4	0.615310995919149	0.764722779850207	PKM
chr15:clu_734_-	Success	5.99210208884006	2	0.00249840665363618	0.0379971466974903	HEXA,ENSG00000260729
chr15:clu_735_-	Success	0.254628682606608	1	0.475460513820069	0.666607329209771	ENSG00000260729,HEXA
chr15:clu_736_-	Success	0.217990569784035	1	0.509068593731164	0.691138498280861	ADPGK
chr15:clu_737_-	Success	1.20336855065716	3	0.492381745585614	0.679328450754593	NPTN
chr15:clu_738_-	Success	0.938201226902436	3	0.598451663558237	0.752855459338092	SEMA7A
chr15:clu_739_-	Success	1.45310443791345	4	0.573641812225766	0.734579371847945	UBL7
chr15:clu_740_-	Success	10.8246748317097	7	0.00291904257907458	0.0415390639828215	UBL7
chr15:clu_741_-	Success	5.24400780182214	5	0.0625310775186392	0.23415944246551	EDC3
chr15:clu_742_-	Not enough valid samples	NA	NA	NA	NA	CYP1A1
chr15:clu_743_-	Success	0.185308345634212	1	0.542668310338691	0.715452170272786	ULK3
chr15:clu_744_-	Success	0.158678171286738	2	0.853270921868499	0.918040349296981	FAM219B
chr15:clu_745_-	Success	0.136804049413627	1	0.600921634273757	0.754166374664605	FAM219B
chr15:clu_746_-	Success	0.0236478296543368	1	0.827837679653964	0.90374353775842	FAM219B
chr15:clu_747_-	Success	3.7586164162276	9	0.583430238208306	0.741719926492201	COX5A
chr15:clu_748_-	Success	0.793819045499816	1	0.207663909535238	0.443849559731953	MAN2C1
chr15:clu_749_-	Not enough valid samples	NA	NA	NA	NA	SNUPN
chr15:clu_750_-	Success	0.211321173388882	1	0.515621500739159	0.695554535921267	ETFA
chr15:clu_751_-	Success	5.62111498409422	2	0.0036206019440028	0.0470468438926226	ETFA
chr15:clu_752_-	Success	1.90994322532424	4	0.430929982992411	0.634066806057281	ETFA
chr15:clu_753_-	Success	5.36717505932029	8	0.217210309177763	0.454614023516044	ETFA
chr15:clu_754_-	Success	0.815724889645935	2	0.442318578963705	0.641477729701289	TSPAN3
chr15:clu_755_-	Success	0.42016291520099	2	0.656939785619332	0.793154573048496	CTSH
chr15:clu_756_-	Success	0.25143703115333	1	0.478239998986706	0.668952868866382	CTSH
chr15:clu_757_-	Success	5.84921729710732	5	0.0391619118985546	0.181923687521076	MTHFS,ST20-MTHFS
chr15:clu_758_-	Success	0.168771568229715	2	0.844701838085224	0.913561816635638	GOLGA2P10
chr15:clu_759_-	Success	1.3824656981631	1	0.0963508174593754	0.297865397355212	GOLGA2P10
chr15:clu_760_-	Success	4.13932972573053	2	0.0159335277597816	0.109790726105958	GOLGA2P10
chr15:clu_761_-	Success	0.448885803000621	2	0.638338990929003	0.779825669992022	GOLGA2P10
chr15:clu_762_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000284803,RPS17,ENSG00000260836
chr15:clu_763_-	Success	1.76256898033625	1	0.0604447946186272	0.230531976328714	RPS17,ENSG00000260836,CPEB1
chr15:clu_764_-	Success	0.024573722634301	1	0.824553478432829	0.901957122126399	HOMER2
chr15:clu_765_-	Success	2.53451470517484	4	0.280287701469623	0.515731498528752	C15orf40
chr15:clu_766_-	Success	1.51809434433909	1	0.081426889302343	0.271937200064146	BTBD1
chr15:clu_767_-	Not enough valid samples	NA	NA	NA	NA	GOLGA2P7
chr15:clu_768_-	Success	0.093716736037095	2	0.910540649066661	0.951809650625002	GOLGA2P7
chr15:clu_769_-	Success	0.263685713769746	2	0.768214941098007	0.863918785981345	GOLGA2P7
chr15:clu_770_-	Success	0.185259651339948	2	0.830888514524797	0.905108331271675	ENSG00000229212
chr15:clu_771_-	Success	2.91119835115818	1	0.0158233694550133	0.109693754665438	WDR73
chr15:clu_772_-	Success	0.12146025067787	1	0.622104686494323	0.768906799536265	WDR73
chr15:clu_773_-	Success	0.0174134626390128	1	0.851958792738078	0.917341236738745	NMB
chr15:clu_774_-	Success	14.1858382422288	11	0.00283870414356863	0.0409787814225494	SEC11A
chr15:clu_775_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000229212
chr15:clu_776_-	Success	4.0578034737639	2	0.0172869486797719	0.115107807314827	KLHL25
chr15:clu_777_-	Success	1.95950007205892	1	0.0477432674999004	0.201073405044107	MRPL46,ENSG00000173867
chr15:clu_778_-	Success	1.24145669817918	2	0.28896297935892	0.523644128015838	MFGE8
chr15:clu_779_-	Success	0.188208088455156	2	0.828442300016931	0.90374353775842	POLG
chr15:clu_780_-	Success	0.0396579621923649	1	0.778226597797811	0.869510450617425	POLG
chr15:clu_781_-	Success	0.456849668676085	1	0.339134777245508	0.563538161641021	KIF7
chr15:clu_782_-	Not enough valid samples	NA	NA	NA	NA	KIF7
chr15:clu_783_-	Success	6.75656064990949	6	0.0355738223801899	0.17244410398797	ANPEP
chr15:clu_784_-	Success	1.63145215893127	2	0.195645259730749	0.429719255344271	AP3S2,ARPIN-AP3S2
chr15:clu_785_-	Success	0.644739693102565	3	0.731632803677533	0.841022057345705	AP3S2,ARPIN-AP3S2,ARPIN
chr15:clu_786_-	Success	2.62595652160871	2	0.0723704999695382	0.254122418400823	IDH2
chr15:clu_787_-	Success	5.32467881267439	6	0.0998370594260919	0.302881029633734	CIB1
chr15:clu_788_-	Success	0.000856642267308416	1	0.966983516843197	0.983500500279994	CIB1
chr15:clu_789_-	Success	1.26032781598701	1	0.112363858564671	0.320590820713505	HDDC3
chr15:clu_790_-	Success	5.67443528367221	6	0.0781743372574414	0.266083982008606	PRC1,ENSG00000284946
chr15:clu_791_-	Success	0.0502585975621059	2	0.950983470693433	0.973850351979953	PRC1,ENSG00000284946
chr15:clu_792_-	Success	5.96069826208804	5	0.0358808486855117	0.173239456178305	PRC1,ENSG00000284946
chr15:clu_793_-	Success	2.25995225417591	2	0.104355467173597	0.309870215696179	SNRPA1
chr15:clu_794_-	Success	2.89305717610296	4	0.215700928569977	0.453233745662316	SNRPA1
chr15:clu_795_-	Success	0.504671067179771	1	0.315060494843321	0.544670381152996	PCSK6
chr15:clu_796_-	Success	1.94031256894584	2	0.143659039404767	0.367486645654147	PCSK6
chr15:clu_797_-	Success	2.56868979356365	1	0.0234159666132033	0.136101796351922	PCSK6
chr15:clu_798_-	Not enough valid samples	NA	NA	NA	NA	PCSK6
chr15:clu_799_-	Success	0.260264498499851	1	0.470616114141432	0.662897322956327	PCSK6
chr15:clu_800_-	Success	0.222533815157703	2	0.800487937666707	0.883205935550099	PCSK6
chr15:clu_801_-	Success	2.35119196253038	2	0.0952555534697701	0.296564736958709	TM2D3
chr15:clu_8700_+	Success	0.0753179587345727	1	0.697928392077668	0.819758482444013	NIPA1
chr15:clu_8701_+	Success	5.31461605570348	7	0.155629290519493	0.382871168735864	NIPA2
chr15:clu_8702_+	Success	0.10237027407652	2	0.902695245131904	0.946941181730557	NIPA2
chr15:clu_8703_+	Success	2.37133420271766	4	0.314734569824065	0.544301044317573	SNRPN,SNURF,ENSG00000214265
chr15:clu_8704_+	Success	12.5741257072004	14	0.033131715092393	0.165481094367901	SNRPN,SNURF,ENSG00000214265
chr15:clu_8705_+	Success	9.52197674637205	5	0.00188623620001502	0.0318589894758635	ENSG00000214265,SNHG14
chr15:clu_8706_+	Not enough valid samples	NA	NA	NA	NA	SNHG14
chr15:clu_8707_+	Not enough valid samples	NA	NA	NA	NA	SNHG14
chr15:clu_8708_+	Not enough valid samples	NA	NA	NA	NA	SNHG14
chr15:clu_8709_+	Not enough valid samples	NA	NA	NA	NA	PDCD6IPP2
chr15:clu_8710_+	Not enough valid samples	NA	NA	NA	NA	FAN1
chr15:clu_8711_+	Success	0.611408934752035	1	0.268808352092717	0.505351361942775	EMC4
chr15:clu_8712_+	Success	0.0813460622006232	1	0.686689941523139	0.811540755246111	EMC4
chr15:clu_8713_+	Success	2.13134825949828	2	0.118677178305132	0.329677720248783	EMC4
chr15:clu_8714_+	Success	2.41933852903313	1	0.0278282357362632	0.150387260570274	THBS1
chr15:clu_8715_+	Success	0.0417050029843722	2	0.959152686022209	0.978943603640943	EIF2AK4
chr15:clu_8716_+	Success	4.00750475949974	2	0.0181786989172865	0.119002353817078	EIF2AK4
chr15:clu_8717_+	Success	3.96741839526646	3	0.0473778057383338	0.200755168983019	KNSTRN
chr15:clu_8718_+	Success	0.827452593123269	1	0.198292621750904	0.432886054464089	IVD
chr15:clu_8719_+	Success	0.886839041845633	3	0.62067956182479	0.768225637649494	IVD
chr15:clu_8720_+	Success	0.753272127845136	1	0.219667160488124	0.456815341255332	BAHD1
chr15:clu_8721_+	Success	0.376037863811945	1	0.385819837848886	0.599250773461223	BAHD1
chr15:clu_8722_+	Success	1.09896193125473	2	0.333216806177074	0.557951111552112	RAD51
chr15:clu_8723_+	Success	7.91803737609916	5	0.00732801024610649	0.0706916013293556	GCHFR
chr15:clu_8724_+	Success	1.27989226429963	2	0.278067256610131	0.513497533873376	ZFYVE19
