# {
#     "changing_threshold": 0.2,
#     "command": "/home/wanglab/anaconda3/envs/voila/bin/voila tsv majiq_splicing/build_simplified/splicegraph.sql majiq_splicing/deltapsi_simplified/ctrl_trt.deltapsi.voila --changing-between-group-dpsi 0.1 -f majiq_splicing/voilaOutput_simplified/3vs3_filtedtbl_noProbThreshold.tsv",
#     "group_sizes": {
#         "ctrl": 3,
#         "trt": 3
#     },
#     "non_changing_threshold": 0.05,
#     "voila_version": "2.4.dev3+g85d07819"
# }
gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	ctrl_mean_psi	trt_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
ANKRD17	ENSG00000132466.20	ENSG00000132466.20:s:73102376-73102779	0.3094;-0.3094	9.774e-01;9.774e-01	1.070e-09;1.071e-09	0.1126;0.8874	0.4256;0.5744	s|1e1.1o1|1e2.1o1	2	3	0;0	chr4	-	73101173-73102376;73098520-73102376	73098073-73098520;73100861-73101173;73102376-73102779		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A73102779-73098073
MBD2	ENSG00000134046.12	ENSG00000134046.12:s:54204998-54205157	0.0591;0.1333;-0.2101	1.257e-04;1.109e-02;6.044e-01	1.350e-04;2.296e-07;1.943e-08	0.0533;0.0193;0.9274	0.1276;0.1575;0.7135	s|1e1.1o2|1e1.2o2|1e2.1o1	3	3	0;0;0	chr18	-	54203126-54204998;54203102-54204998;54189011-54204998	54188874-54189011;54202680-54203126;54204998-54205157		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr18%3A54205157-54188874
SPIRE1	ENSG00000134278.16	ENSG00000134278.16:s:12463351-12463493	-0.4154;0.4154	9.909e-01;9.909e-01	4.473e-07;4.473e-07	0.6184;0.3816	0.2008;0.7992	s|1e1.1o1|1e2.2o2	2	3	0;0	chr18	-	12459928-12463351;12454483-12463351	12454346-12454506;12459755-12459928;12463351-12463493		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr18%3A12463493-12454346
B4GALNT1	ENSG00000135454.14	ENSG00000135454.14:t:57631915-57632133	-0.4326;0.2704;0.1156	9.987e-01;8.276e-01;8.419e-03	1.976e-08;2.128e-06;6.103e-06	0.7482;0.2481;0.0037	0.3243;0.5360;0.1430	t|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;0;1	chr12	-	57632133-57632772;57632133-57632541;57632133-57632382	57631915-57632133;57632382-57632680;57632772-57633239		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A57633239-57631915
GRTP1	ENSG00000139835.14	ENSG00000139835.14:s:113363762-113363910	0.2466;-0.2466	7.769e-01;7.769e-01	7.255e-07;7.256e-07	0.1875;0.8125	0.4487;0.5513	s|1e1.1o1|1e2.1o2	2	3	0;0	chr13	-	113360284-113363762;113355481-113363762	113355323-113355481;113359617-113360284;113363762-113363910		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A113363910-113355323
EFCAB11	ENSG00000140025.16	ENSG00000140025.16:s:89931044-89931631	0.2270;0.0007;-0.0001;-0.2261	6.647e-01;8.587e-09;5.378e-21;6.467e-01	1.076e-06;5.383e-03;3.630e-02;1.408e-06	0.0356;0.0017;0.0152;0.9475	0.2762;0.0166;0.0033;0.7034	s|1e1.1o2|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr14	-	89924677-89931541;89848919-89931541;89837145-89931541;89797324-89931541	89794669-89797324;89837020-89837145;89848433-89848919;89923308-89924677;89931044-89931631		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A89931631-89794669
FARP2	ENSG00000006607.14	ENSG00000006607.14:s:241372849-241373290	0.2387;-0.2387	6.811e-01;6.811e-01	7.953e-06;7.953e-06	0.2078;0.7922	0.4767;0.5233	s|1e1.1o1|1e2.1o1	2	3	0;0	chr2	+	241373290-241395443;241373290-241403828	241372849-241373290;241395443-241395984;241403828-241403932		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A241403932-241372849
DTNBP1	ENSG00000047579.20	ENSG00000047579.20:s:15662814-15663058	0.2103;-0.2139;0.0003	5.594e-01;5.777e-01;5.441e-21	8.078e-06;7.514e-06;4.103e-02	0.3599;0.6243;0.0156	0.5880;0.3931;0.0188	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr6	-	15660521-15662814;15652140-15662814;15637804-15662814	15637744-15637804;15652087-15652140;15660383-15660521;15662814-15663058		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A15663058-15637744
CLPTM1L	ENSG00000049656.14	ENSG00000049656.14:t:1325751-1325827	0.0002;-0.2228;0.1364;0.0300	5.381e-21;7.170e-01;2.336e-02;1.068e-20	4.404e-01;5.762e-10;6.498e-07;8.725e-03	0.0035;0.9721;0.0235;0.0007	0.0248;0.7484;0.1648;0.0621	t|1e1.1o2|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chr5	-	1325816-1331803;1325816-1330280;1325816-1326261;1325816-1326015	1325751-1325827;1326015-1326255;1326261-1326436;1330280-1330431;1331799-1331883		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A1331883-1325751
NGEF	ENSG00000066248.15	ENSG00000066248.15:s:233013068-233013256	0.3128;-0.3128	9.398e-01;9.398e-01	1.762e-07;1.762e-07	0.1131;0.8869	0.4360;0.5640	s|1e1.1o1|1e2.1o2	2	3	1;0	chr2	-	233011575-233013068;232974964-233013068	na-233011575;232974623-232974964;233013068-233013256		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A233013256-232974623
PRKCZ	ENSG00000067606.17	ENSG00000067606.17:t:2135262-2135347	0.1394;-0.0000;0.0000;0.2625;-0.4313	1.414e-01;5.345e-21;5.345e-21;8.587e-01;1.000e+00	1.267e-05;4.833e-01;4.853e-01;1.161e-07;1.521e-14	0.1615;0.0051;0.0009;0.2805;0.5518	0.3166;0.0008;0.0051;0.5485;0.1278	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	5	6	0;0;0;0;0	chr1	+	2059591-2135262;2073929-2135262;2098555-2135262;2104895-2135262;2135086-2135262	2059541-2059591;2073462-2073929;2098347-2098555;2104716-2104895;2134813-2135086;2135262-2135347		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A2135347-2059541
EED	ENSG00000074266.22	ENSG00000074266.22:s:86267895-86268561	0.2482;-0.2482	7.817e-01;7.817e-01	6.173e-07;6.174e-07	0.1106;0.8894	0.3728;0.6272	s|1e1.1o1|1e2.2o3	2	3	0;0	chr11	+	86268561-86270083;86268561-86276980	86267895-86268561;86270083-86270157;86276132-86277535		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A86277535-86267895
EED	ENSG00000074266.22	ENSG00000074266.22:t:86276132-86277535	0.1220;0.0259;-0.2475;0.0516	6.626e-02;4.615e-05;7.708e-01;1.702e-03	1.731e-05;2.579e-04;1.040e-06;9.588e-05	0.0534;0.0601;0.8011;0.0860	0.1861;0.1086;0.5392;0.1633	t|1e1.1o1|1e2.1o1|1e3.2o2|1e4.1o1	4	5	0;0;0;0	chr11	+	86245343-86276980;86264263-86276980;86268561-86276980;86270157-86276980	86244753-86245343;86263945-86264263;86267895-86268561;86270083-86270157;86276132-86277535		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A86277535-86244753
USP48	ENSG00000090686.16	ENSG00000090686.16:s:21782824-21782943	0.2997;-0.2997	9.650e-01;9.650e-01	9.546e-10;9.513e-10	0.0914;0.9086	0.3912;0.6088	s|1e1.1o1|1e2.1o1	2	3	1;0	chr1	-	21777110-21782824;21757783-21782824	na-21777110;21757461-21757783;21782824-21782943		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A21782943-21757461
ZC3H14	ENSG00000100722.20	ENSG00000100722.20:t:88601924-88602009	-0.2197;0.2197	6.316e-01;6.316e-01	3.735e-06;3.734e-06	0.2745;0.7255	0.0342;0.9658	t|1e1.1o2|1e2.1o1	2	3	0;0	chr14	+	88578140-88601924;88596808-88601924	88577985-88578141;88596734-88596808;88601924-88602009		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A88602009-88577985
SOD2	ENSG00000112096.19	ENSG00000112096.19:s:159682139-159682638	0.2046;-0.2046	5.487e-01;5.486e-01	2.348e-05;2.349e-05	0.5454;0.4546	0.7459;0.2541	s|1e1.1o1|i	2	2	0;0	chr6	-	159679298-159682474;159679299-159682138	159669069-159679298;159682139-159682638	159679299-159682138	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A159682638-159669069
ARSB	ENSG00000113273.17	ENSG00000113273.17:s:78839356-78839426	0.2129;-0.2129	5.810e-01;5.810e-01	3.427e-06;3.427e-06	0.4197;0.5803	0.6484;0.3516	s|1e1.1o1|1e2.1o1	2	3	0;0	chr5	-	78816114-78839356;78781974-78839356	78781852-78781974;78815511-78816114;78839356-78839426		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A78839426-78781852
ARHGEF2	ENSG00000116584.21	ENSG00000116584.21:t:155968220-155969300	0.2118;0.0164;-0.2020;-0.0024;-0.0055	5.958e-01;3.488e-05;5.219e-01;6.441e-06;3.992e-07	1.894e-07;3.388e-04;9.239e-06;1.070e-03;2.216e-03	0.0147;0.0635;0.8193;0.0635;0.0391	0.2455;0.0973;0.5878;0.0574;0.0096	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1	5	6	0;0;0;0;0	chr1	-	155969300-155983107;155969300-155978913;155969300-155978365;155969300-155978067;155969300-155969969	155968220-155969300;155969969-155971063;155978067-155978169;155978365-155978547;155978913-155979113;155983107-155983200		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A155983200-155968220
OARD1	ENSG00000124596.17	ENSG00000124596.17:t:41071499-41071840	0.0191;0.2595;-0.3063	3.073e-04;7.975e-01;9.380e-01	2.464e-04;1.941e-06;2.529e-07	0.1621;0.3416;0.4994	0.1999;0.6181;0.1825	t|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;0;0	chr6	-	41071675-41072335;41071675-41072319;41071675-41072236	41071499-41071840;41072236-41072320;41072335-41072614		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A41072614-41071499
CNOT1	ENSG00000125107.19	ENSG00000125107.19:s:58629728-58629885	0.0033;0.3799;0.0230;-0.4465	5.930e-21;9.999e-01;1.184e-11;1.000e+00	4.747e-01;8.596e-18;7.776e-03;0.000e+00	0.0050;0.1920;0.0864;0.7179	0.0424;0.5685;0.1135;0.2781	s|1e1.1o1|1e2.1o2|1e3.1o1|1e4.1o1	4	5	1;0;0;0	chr16	-	58625656-58629728;58624794-58629728;58623409-58629728;58599511-58629728	58599010-58599511;58623226-58623409;58624653-58624794;58625559-58625656;58629728-58629885		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A58629885-58599010
ARMC7	ENSG00000125449.7	ENSG00000125449.7:s:75110463-75110606	0.2121;-0.0000;-0.2085	5.817e-01;5.346e-21;5.597e-01	3.226e-06;4.667e-01;3.536e-06	0.4869;0.0105;0.5027	0.7126;0.0069;0.2802	s|1e1.1o2|1e2.1o1|1e3.1o1	3	4	0;0;0	chr17	+	75110606-75114169;75110606-75114729;75110606-75128677	75110463-75110606;75114169-75114637;75114729-75114830;75128677-75130272		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A75130272-75110463
PCID2	ENSG00000126226.22	ENSG00000126226.22:t:113185485-113185560	0.0135;-0.2564;0.2041	5.565e-06;8.236e-01;5.188e-01	1.022e-03;1.145e-07;3.385e-07	0.0112;0.9775;0.0112	0.0551;0.7035;0.2414	t|1e1.1o1|1e2.1o2|1e3.1o1	3	4	0;0;0	chr13	-	113185560-113195071;113185560-113190872;113185560-113187200	113185485-113185560;113187200-113188608;113190703-113190975;113195071-113195125		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A113195125-113185485
CDK7	ENSG00000134058.12	ENSG00000134058.12:t:69258043-69258153	0.1198;0.1074;-0.2512	9.604e-02;2.795e-02;7.733e-01	2.297e-05;2.113e-05;1.137e-06	0.0785;0.0252;0.8959	0.2202;0.1485;0.6293	t|1e1.1o2|1e2.1o1|1e3.1o2	3	4	1;0;0	chr5	+	69235453-69258043;69252451-69258043;69255528-69258043	69235117-69235495;69252418-69252451;69255460-69256021;69258043-69258153		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A69258153-69235117
GIPC2	ENSG00000137960.6	ENSG00000137960.6:s:78045966-78046334	0.3793;-0.3793	9.955e-01;9.955e-01	4.312e-09;4.285e-09	0.3101;0.6899	0.6859;0.3141	s|1e1.1o1|1e2.1o1	2	3	1;0	chr1	+	78046334-78049918;78046334-78080675	78045966-78046334;78049918-na;78080675-78080860		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A78080860-78045966
SPHK2	ENSG00000063176.16	ENSG00000063176.16:t:48625891-48626814	0.2304;0.0277;-0.0001;-0.0167;-0.2361;-0.0001;0.0018	6.356e-01;7.482e-04;1.255e-08;5.272e-08;6.809e-01;1.255e-08;1.292e-06	1.273e-05;2.747e-04;8.111e-03;2.542e-03;8.281e-06;8.111e-03;1.563e-03	0.4585;0.0291;0.0151;0.0558;0.4254;0.0151;0.0010	0.7281;0.0813;0.0028;0.0028;0.1598;0.0028;0.0224	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1|2e5.1o1|2e6.1o1	7	7	0;0;0;0;0;0;0	chr19	+	48620553-48625891;48624430-48625891;48624439-48625891;48624855-48625891;48625076-48625891;48620553-48626068;48624855-48626068	48620402-48620553;48624006-48624439;48624472-48624855;48624952-48625076;48625891-48626814		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A48626814-48620402
NFKB2	ENSG00000077150.20	ENSG00000077150.20:t:102395888-102395980	0.0000;-0.2585;0.0010;0.2485	5.347e-21;7.854e-01;5.211e-10;7.438e-01	5.990e-02;2.663e-06;1.046e-02;3.450e-06	0.0103;0.6257;0.0057;0.3586	0.0025;0.3497;0.0224;0.6252	t|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1	4	3	0;0;0;0	chr10	+	102394555-102395888;102394600-102395888;102394774-102395888;102395796-102395888	102394110-102394774;102395693-102395796;102395888-102395980		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A102395980-102394110
ABLIM1	ENSG00000099204.21	ENSG00000099204.21:s:114487958-114488016	0.2222;-0.2222	6.096e-01;6.096e-01	1.117e-05;1.117e-05	0.6292;0.3708	0.8887;0.1113	s|1e1.1o1|1e2.1o1	2	3	0;0	chr10	-	114473956-114487958;114473132-114487958	114472977-114473132;114473879-114473956;114487958-114488016		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A114488016-114472977
NXT2	ENSG00000101888.12	ENSG00000101888.12:t:109538045-109538131	0.2880;-0.2880	8.467e-01;8.467e-01	3.578e-06;3.579e-06	0.2713;0.7287	0.5810;0.4190	t|1e1.1o1|1e2.1o1	2	3	0;0	chrX	+	109537021-109538045;109537270-109538045	109536844-109537021;109537118-109537270;109538045-109538131		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A109538131-109536844
TNPO2	ENSG00000105576.16	ENSG00000105576.16:t:12720879-12721715	-0.2114;0.2416;-0.0062	5.577e-01;7.140e-01;6.180e-08	6.921e-06;2.183e-06;4.338e-03	0.8778;0.0783;0.0438	0.6387;0.3420;0.0195	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr19	-	12720990-12723249;12720990-12722477;12720990-12722134	12720879-12721715;12722134-12722355;12722477-12722572;12723249-12723613		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A12723613-12720879
NECTIN1	ENSG00000110400.11	ENSG00000110400.11:s:119675159-119675669	0.2636;-0.2636	8.015e-01;8.015e-01	2.607e-06;2.607e-06	0.2099;0.7901	0.4924;0.5076	s|1e1.1o1|1e2.1o1	2	3	0;0	chr11	-	119674647-119675159;119665297-119675159	119660992-119665297;119674382-119674647;119675159-119675669		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A119675669-119660992
CREBL2	ENSG00000111269.3	ENSG00000111269.3:s:12611827-12612187	0.2158;-0.0081;-0.1876	6.120e-01;2.195e-06;4.269e-01	7.787e-08;1.395e-03;5.533e-06	0.0044;0.0445;0.9511	0.2508;0.0036;0.7456	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;0;0	chr12	+	12612187-12612917;12612187-12632489;12612187-12635777	12611827-12612187;12612917-na;12632489-12632591;12635777-12635974		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A12635974-12611827
MRPL18	ENSG00000112110.10	ENSG00000112110.10:t:159790940-159791126	0.0000;0.4413;-0.5156;0.0587	5.345e-21;1.000e+00;1.000e+00;1.664e-20	1.000e+00;1.921e-19;2.220e-16;3.207e-04	0.0034;0.2374;0.7372;0.0225	0.0063;0.6670;0.2386;0.0906	t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	4	4	0;1;0;0	chr6	+	159789888-159790940;159790060-159790940;159790639-159790940;159790787-159790940	159789812-159790060;159790467-159790639;159790668-159790787;159790940-159791126		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A159791126-159789812
ABCC5	ENSG00000114770.17	ENSG00000114770.17:s:184014264-184014447	0.0000;0.2896;-0.3004	5.357e-21;9.590e-01;9.694e-01	3.308e-02;1.297e-08;1.225e-08	0.0040;0.0278;0.9683	0.0130;0.3221;0.6649	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr3	-	184009977-184014264;184001251-184014264;183989383-184014264	183989226-183989383;184000663-184001251;184009889-184009977;184014264-184014447		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A184014447-183989226
GORAB	ENSG00000120370.14	ENSG00000120370.14:t:170539062-170540963	0.0003;0.3173;-0.1963;-0.0691	4.727e-07;9.276e-01;4.697e-01;6.779e-03	2.419e-03;9.771e-07;3.543e-06;9.130e-05	0.0197;0.6210;0.2429;0.1142	0.0211;0.9536;0.0211;0.0042	t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1	4	4	0;0;0;0	chr1	+	170532233-170539210;170532284-170539210;170533651-170539210;170536421-170539210	170532122-170532284;170533462-170533651;170536275-170536421;170539062-170540963		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A170540963-170532122
ZNF644	ENSG00000122482.22	ENSG00000122482.22:t:91020448-91021201	0.2381;-0.2381	6.730e-01;6.730e-01	7.946e-06;7.947e-06	0.4109;0.5891	0.6812;0.3188	t|1e1.1o1|1e2.1o1	2	3	0;0	chr1	-	91021201-91021990;91021201-91021689	91020448-91021201;91021689-91021725;91021990-91022272		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A91022272-91020448
DLGAP5	ENSG00000126787.13	ENSG00000126787.13:s:55150328-55150848	0.2501;-0.2501	7.527e-01;7.527e-01	2.960e-06;2.960e-06	0.2065;0.7935	0.4758;0.5242	s|1e1.1o1|1e2.1o1	2	3	0;0	chr14	-	55148684-55150799;55148473-55150799	55148112-55148473;55148594-55148684;55150328-55150848		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A55150848-55148112
TXLNGY	ENSG00000131002.13	ENSG00000131002.13:s:19587210-19587507	0.2195;-0.2195	6.164e-01;6.164e-01	7.520e-06;7.521e-06	0.6471;0.3529	0.8968;0.1032	s|1e1.1o5|1e2.1o2	2	3	0;0	chrY	+	19587507-19588370;19587507-19589521	19587210-19587507;19588370-19588650;19589521-19589849		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrY%3A19589849-19587210
VPS36	ENSG00000136100.14	ENSG00000136100.14:s:52450499-52450634	0.2728;-0.2728	8.553e-01;8.553e-01	6.659e-07;6.659e-07	0.0453;0.9547	0.3334;0.6666	s|1e1.1o2|1e2.1o1	2	3	1;0	chr13	-	52450253-52450499;52442445-52450499	52442377-52442445;52449931-52450253;52450499-52450634		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr13%3A52450634-52442377
CDK5RAP2	ENSG00000136861.19	ENSG00000136861.19:t:120402806-120403071	-0.4529;0.1035;0.3504	1.000e+00;7.611e-04;9.985e-01	0.000e+00;9.554e-06;3.795e-15	0.9280;0.0295;0.0423	0.4832;0.1333;0.3826	t|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;0;0	chr9	-	120403071-120404036;120403071-120403316;120403071-120403243	120402806-120403071;120403243-120403495;120404036-120404113		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr9%3A120404113-120402806
GUCD1	ENSG00000138867.17	ENSG00000138867.17:t:24548917-24549001	0.3032;-0.3032	9.482e-01;9.482e-01	5.543e-08;5.544e-08	0.3908;0.6092	0.6975;0.3025	t|1e1.1o1|1e2.1o1	2	3	0;0	chr22	-	24549001-24555615;24549001-24554949	24548917-24549001;24554949-24555182;24555615-24555935		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr22%3A24555935-24548917
LGR5	ENSG00000139292.13	ENSG00000139292.13:s:71439798-71440292	0.4321;-0.4321	9.980e-01;9.980e-01	3.990e-08;3.985e-08	0.1781;0.8219	0.6071;0.3929	s|1e1.1o1|1e2.1o1	2	3	1;0	chr12	+	71440292-71447606;71440292-71504614	71439798-71440292;71447606-na;71504614-71504685		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A71504685-71439798
FANCI	ENSG00000140525.19	ENSG00000140525.19:t:89299800-89299966	0.2082;-0.2082	5.398e-01;5.398e-01	6.511e-06;6.512e-06	0.1196;0.8804	0.3548;0.6452	t|1e1.1o1|1e2.1o1	2	3	0;0	chr15	+	89293997-89299800;89295094-89299800	89293833-89293997;89294915-89295094;89299800-89299966		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr15%3A89299966-89293833
NFIC	ENSG00000141905.19	ENSG00000141905.19:s:3452482-3452666	0.2161;0.0025;-0.2246	5.957e-01;4.492e-04;6.525e-01	3.979e-06;2.863e-04;2.677e-06	0.2076;0.3565;0.4368	0.4449;0.3675;0.1921	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr19	+	3452666-3453763;3452666-3456550;3452666-3462752	3452482-3452666;3453763-3454350;3456550-3456635;3462752-3469217		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A3469217-3452482
SEMA3F	ENSG00000001617.12	ENSG00000001617.12:s:50174213-50174350	0.3100;-0.3100	9.581e-01;9.581e-01	5.053e-08;5.053e-08	0.4347;0.5653	0.7495;0.2505	s|1e1.1o1|1e2.1o1	2	3	0;0	chr3	+	50174350-50175096;50174350-50176768	50174213-50174350;50175096-50175188;50176768-50176861		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A50176861-50174213
SEMA3F	ENSG00000001617.12	ENSG00000001617.12:t:50176768-50176861	-0.3238;0.3238	9.388e-01;9.388e-01	7.400e-07;7.400e-07	0.8070;0.1930	0.4705;0.5295	t|1e1.1o1|1e2.1o1	2	3	0;0	chr3	+	50174350-50176768;50175188-50176768	50174213-50174350;50175096-50175188;50176768-50176861		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A50176861-50174213
BCORL1	ENSG00000085185.16	ENSG00000085185.16:t:130028635-130028861	0.2159;-0.2159	6.084e-01;6.084e-01	1.290e-06;1.290e-06	0.0304;0.9696	0.2614;0.7386	t|1e1.1o1|1e2.1o1	2	3	0;0	chrX	+	130022977-130028635;130025379-130028635	130022897-130022977;130024990-130025379;130028635-130028861		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A130028861-130022897
EPB41L1	ENSG00000088367.23	ENSG00000088367.23:s:36154740-36154896	0.2256;-0.2256	6.303e-01;6.303e-01	7.322e-06;7.322e-06	0.3547;0.6453	0.6032;0.3968	s|1e1.1o2|1e2.1o1	2	3	0;0	chr20	+	36154896-36173764;36154896-36175551	36154740-36154896;36173764-36173954;36175551-36175715		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr20%3A36175715-36154740
PITPNM2	ENSG00000090975.14	ENSG00000090975.14:s:123000778-123000848	0.4822;-0.4822	9.989e-01;9.989e-01	1.710e-07;1.708e-07	0.2817;0.7183	0.7579;0.2421	s|1e1.1o1|1e2.1o1	2	3	0;0	chr12	-	123000478-123000778;122997572-123000778	122997325-122997572;123000303-123000478;123000778-123000848		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A123000848-122997325
SERPINA4	ENSG00000100665.12	ENSG00000100665.12:s:94561442-94561809	0.1973;-0.2027;-0.0012	4.994e-01;5.301e-01;6.117e-06	7.812e-06;3.717e-06;9.053e-04	0.6098;0.3077;0.0815	0.8289;0.0918;0.0793	s|1e1.1o1|2e1.1o1|3e1.1o1	3	2	0;0;0	chr14	+	94561494-94563466;94561654-94563466;94561809-94563466	94561442-94561809;94563466-94564131		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A94564131-94561442
ABCC1	ENSG00000103222.20	ENSG00000103222.20:s:16056092-16057159	-0.0015;0.4241;-0.4141	7.202e-09;9.983e-01;9.974e-01	6.497e-03;2.185e-08;2.976e-08	0.0256;0.3009;0.6735	0.0169;0.7229;0.2601	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;1	chr16	+	16056295-16057431;16056295-16068156;16056295-16071642	16056092-16057159;16057431-16057571;16068156-16068302;16071642-16071729		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A16071729-16056092
SH3D19	ENSG00000109686.19	ENSG00000109686.19:t:151143910-151144050	-0.2462;0.2462	7.030e-01;7.030e-01	7.484e-06;7.484e-06	0.8631;0.1369	0.5849;0.4151	t|1e1.1o1|1e2.1o1	2	3	0;0	chr4	-	151144050-151147922;151144050-151144220	151143910-151144050;151144220-151144404;151147922-151148186		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr4%3A151148186-151143910
TTL	ENSG00000114999.8	ENSG00000114999.8:s:112494143-112494375	0.3970;-0.3970	9.993e-01;9.993e-01	2.268e-10;2.417e-10	0.1763;0.8237	0.5722;0.4278	s|1e1.1o1|1e2.1o2	2	3	1;0	chr2	+	112494375-112496087;112494375-112501206	112494143-112494375;112496087-na;112501206-112501341		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A112501341-112494143
EHBP1	ENSG00000115504.15	ENSG00000115504.15:s:62707192-62707295	0.2923;-0.2923	9.329e-01;9.329e-01	6.405e-08;6.406e-08	0.2083;0.7917	0.5081;0.4919	s|1e1.1o1|1e2.1o1	2	3	1;0	chr2	+	62707295-62715301;62707295-62747395	62707192-62707295;62715301-na;62747395-62747452		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A62747452-62707192
